Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:19063, Triple Barium Plate
gregtech:gt.metaitem.01:19064, Triple Lanthanum Plate
gregtech:gt.metaitem.01:19065, Triple Cerium Plate
gregtech:gt.metaitem.01:19066, Triple Praseodymium Plate
gregtech:gt.metaitem.01:19067, Triple Neodymium Plate
gregtech:gt.metaitem.01:19068, Triple Promethium Plate
gregtech:gt.metaitem.01:19069, Triple Samarium Plate
gregtech:gt.metaitem.01:19070, Triple Europium Plate
gregtech:gt.metaitem.01:19071, Triple Gadolinium Plate
gregtech:gt.metaitem.01:19072, Triple Terbium Plate
gregtech:gt.metaitem.01:19073, Triple Dysprosium Plate
gregtech:gt.metaitem.01:19074, Triple Holmium Plate
gregtech:gt.metaitem.01:19075, Triple Erbium Plate
gregtech:gt.metaitem.01:19076, Triple Thulium Plate
gregtech:gt.metaitem.01:19077, Triple Ytterbium Plate
gregtech:gt.metaitem.01:19078, Triple Lutetium Plate
gregtech:gt.metaitem.01:19080, Triple Tantalum Plate
gregtech:gt.metaitem.01:19081, Triple Tungsten Plate
gregtech:gt.metaitem.01:19083, Triple Osmium Plate
gregtech:gt.metaitem.01:19084, Triple Iridium Plate
gregtech:gt.metaitem.01:19085, Triple Platinum Plate
gregtech:gt.metaitem.01:19086, Triple Gold Plate
gregtech:gt.metaitem.01:19089, Triple Lead Plate
gregtech:gt.metaitem.01:19090, Triple Bismuth Plate
gregtech:gt.metaitem.01:19096, Triple Thorium Plate
gregtech:gt.metaitem.01:19097, Triple Uranium 235 Plate
gregtech:gt.metaitem.01:19098, Triple Uranium 238 Plate
gregtech:gt.metaitem.01:19100, Triple Plutonium 239 Plate
gregtech:gt.metaitem.01:19101, Triple Plutonium 241 Plate
gregtech:gt.metaitem.01:19103, Triple Americium Plate
gregtech:gt.metaitem.01:19111, Triple Purified Tengam Plate
gregtech:gt.metaitem.01:19112, Triple Attuned Tengam Plate
gregtech:gt.metaitem.01:19129, Triple Neutronium Plate
gregtech:gt.metaitem.01:19131, Triple Superconductor Base UIV Plate
gregtech:gt.metaitem.01:19134, Triple Superconductor Base UMV Plate
gregtech:gt.metaitem.01:19139, Triple Universium Plate
gregtech:gt.metaitem.01:19141, Triple Eternity Plate
gregtech:gt.metaitem.01:19143, Triple Magmatter Plate
gregtech:gt.metaitem.01:19201, Triple Manasteel Plate
gregtech:gt.metaitem.01:19202, Triple Terrasteel Plate
gregtech:gt.metaitem.01:19203, Triple Elven Elementium Plate
gregtech:gt.metaitem.01:19205, Triple Gaia Spirit Plate
gregtech:gt.metaitem.01:19300, Triple Bronze Plate
gregtech:gt.metaitem.01:19301, Triple Brass Plate
gregtech:gt.metaitem.01:19302, Triple Invar Plate
gregtech:gt.metaitem.01:19303, Triple Electrum Plate
gregtech:gt.metaitem.01:19304, Triple Wrought Iron Plate
gregtech:gt.metaitem.01:19305, Triple Steel Plate
gregtech:gt.metaitem.01:19306, Triple Stainless Steel Plate
gregtech:gt.metaitem.01:19307, Triple Pig Iron Plate
gregtech:gt.metaitem.01:19308, Triple Red Alloy Plate
gregtech:gt.metaitem.01:19309, Triple Blue Alloy Plate
gregtech:gt.metaitem.01:19310, Triple Cupronickel Plate
gregtech:gt.metaitem.01:19311, Triple Nichrome Plate
gregtech:gt.metaitem.01:19312, Triple Kanthal Plate
gregtech:gt.metaitem.01:19313, Triple Magnalium Plate
gregtech:gt.metaitem.01:19314, Triple Soldering Alloy Plate
gregtech:gt.metaitem.01:19315, Triple Battery Alloy Plate
gregtech:gt.metaitem.01:19316, Triple Tungstensteel Plate
gregtech:gt.metaitem.01:19317, Triple Osmiridium Plate
gregtech:gt.metaitem.01:19318, Triple Sunnarium Plate
gregtech:gt.metaitem.01:19319, Triple Adamantium Plate
gregtech:gt.metaitem.01:19320, Triple Fluxed Electrum Plate
gregtech:gt.metaitem.01:19321, Triple Enderium Plate
gregtech:gt.metaitem.01:19323, Triple Infused Gold Plate
gregtech:gt.metaitem.01:19324, Triple Naquadah Plate
gregtech:gt.metaitem.01:19325, Triple Naquadah Alloy Plate
gregtech:gt.metaitem.01:19326, Triple Enriched Naquadah Plate
gregtech:gt.metaitem.01:19327, Triple Naquadria Plate
gregtech:gt.metaitem.01:19328, Triple Duranium Plate
gregtech:gt.metaitem.01:19329, Triple Tritanium Plate
gregtech:gt.metaitem.01:19330, Triple Thaumium Plate
gregtech:gt.metaitem.01:19331, Triple Mithril Plate
gregtech:gt.metaitem.01:19333, Triple Astral Silver Plate
gregtech:gt.metaitem.01:19334, Triple Black Steel Plate
gregtech:gt.metaitem.01:19335, Triple Damascus Steel Plate
gregtech:gt.metaitem.01:19336, Triple Shadow Iron Plate
gregtech:gt.metaitem.01:19337, Triple Shadow Steel Plate
gregtech:gt.metaitem.01:19338, Triple Ironwood Plate
gregtech:gt.metaitem.01:19339, Triple Steeleaf Plate
gregtech:gt.metaitem.01:19340, Triple Meteoric Iron Plate
gregtech:gt.metaitem.01:19341, Triple Meteoric Steel Plate
gregtech:gt.metaitem.01:19342, Triple Deep Dark Iron Plate
gregtech:gt.metaitem.01:19343, Triple Cobalt Brass Plate
gregtech:gt.metaitem.01:19344, Triple Ultimet Plate
gregtech:gt.metaitem.01:19345, Triple Annealed Copper Plate
gregtech:gt.metaitem.01:19346, Triple Fiery Steel Plate
gregtech:gt.metaitem.01:19348, Triple Red Steel Plate
gregtech:gt.metaitem.01:19349, Triple Blue Steel Plate
gregtech:gt.metaitem.01:19350, Triple Sterling Silver Plate
gregtech:gt.metaitem.01:19351, Triple Rose Gold Plate
gregtech:gt.metaitem.01:19352, Triple Black Bronze Plate
gregtech:gt.metaitem.01:19353, Triple Bismuth Bronze Plate
gregtech:gt.metaitem.01:19354, Triple Magnetic Iron Plate
gregtech:gt.metaitem.01:19355, Triple Magnetic Steel Plate
gregtech:gt.metaitem.01:19356, Triple Magnetic Neodymium Plate
gregtech:gt.metaitem.01:19357, Triple Vanadium-Gallium Plate
gregtech:gt.metaitem.01:19358, Triple Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:19359, Triple Niobium Nitride Plate
gregtech:gt.metaitem.01:19360, Triple Niobium-Titanium Plate
gregtech:gt.metaitem.01:19361, Triple Chromium Dioxide Plate
gregtech:gt.metaitem.01:19362, Triple Knightmetal Plate
gregtech:gt.metaitem.01:19363, Triple Tin Alloy Plate
gregtech:gt.metaitem.01:19364, Triple Dark Steel Plate
gregtech:gt.metaitem.01:19365, Triple Electrical Steel Plate
gregtech:gt.metaitem.01:19366, Triple Energetic Alloy Plate
gregtech:gt.metaitem.01:19367, Triple Vibrant Alloy Plate
gregtech:gt.metaitem.01:19368, Triple Shadow Metal Plate
gregtech:gt.metaitem.01:19369, Triple Conductive Iron Plate
gregtech:gt.metaitem.01:19370, Triple Tungstencarbide Plate
gregtech:gt.metaitem.01:19371, Triple Vanadiumsteel Plate
gregtech:gt.metaitem.01:19372, Triple HSS-G Plate
gregtech:gt.metaitem.01:19373, Triple HSS-E Plate
gregtech:gt.metaitem.01:19374, Triple HSS-S Plate
gregtech:gt.metaitem.01:19378, Triple Pulsating Iron Plate
gregtech:gt.metaitem.01:19379, Triple Soularium Plate
gregtech:gt.metaitem.01:19380, Triple Enderium Base Plate
gregtech:gt.metaitem.01:19381, Triple Redstone Alloy Plate
gregtech:gt.metaitem.01:19382, Triple Ardite Plate
gregtech:gt.metaitem.01:19383, Triple Reinforced Plate
gregtech:gt.metaitem.01:19384, Triple Galgadorian Plate
gregtech:gt.metaitem.01:19385, Triple Enhanced Galgadorian Plate
gregtech:gt.metaitem.01:19386, Triple Manyullyn Plate
gregtech:gt.metaitem.01:19387, Triple Mytryl Plate
gregtech:gt.metaitem.01:19388, Triple Black Plutonium Plate
gregtech:gt.metaitem.01:19389, Triple Callisto Ice Plate
gregtech:gt.metaitem.01:19390, Triple Ledox Plate
gregtech:gt.metaitem.01:19391, Triple Quantium Plate
gregtech:gt.metaitem.01:19392, Triple Duralumin Plate
gregtech:gt.metaitem.01:19393, Triple Oriharukon Plate
gregtech:gt.metaitem.01:19394, Triple Infinity Catalyst Plate
gregtech:gt.metaitem.01:19395, Triple Bedrockium Plate
gregtech:gt.metaitem.01:19397, Triple Infinity Plate
gregtech:gt.metaitem.01:19398, Triple Mysterious Crystal Plate
gregtech:gt.metaitem.01:19399, Triple Magnetic Samarium Plate
gregtech:gt.metaitem.01:19400, Triple Alumite Plate
gregtech:gt.metaitem.01:19401, Triple End Steel Plate
gregtech:gt.metaitem.01:19402, Triple Clay Compound Plate
gregtech:gt.metaitem.01:19403, Triple Crystalline Alloy Plate
gregtech:gt.metaitem.01:19404, Triple Melodic Alloy Plate
gregtech:gt.metaitem.01:19405, Triple Stellar Alloy Plate
gregtech:gt.metaitem.01:19406, Triple Crystalline Pink Slime Plate
gregtech:gt.metaitem.01:19407, Triple Energetic Silver Plate
gregtech:gt.metaitem.01:19408, Triple Vivid Alloy Plate
gregtech:gt.metaitem.01:19470, Triple Epoxid Sheet
gregtech:gt.metaitem.01:19471, Triple Silicone Rubber Sheet
gregtech:gt.metaitem.01:19472, Triple Polycaprolactam Sheet
gregtech:gt.metaitem.01:19473, Triple Polytetrafluoroethylene Sheet
gregtech:gt.metaitem.01:19485, Triple Alduorite Plate
gregtech:gt.metaitem.01:19488, Triple Rubracium Plate
gregtech:gt.metaitem.01:19489, Triple Vulcanite Plate
gregtech:gt.metaitem.01:19521, Triple Force Plate
gregtech:gt.metaitem.01:19529, Triple Vinteum Plate
gregtech:gt.metaitem.01:19576, Triple TPV-Alloy Plate
gregtech:gt.metaitem.01:19581, Triple Transcendent Metal Plate
gregtech:gt.metaitem.01:19582, Triple Enriched Holmium Plate
gregtech:gt.metaitem.01:19585, Triple White Dwarf Matter Plate
gregtech:gt.metaitem.01:19586, Triple Black Dwarf Matter Plate
gregtech:gt.metaitem.01:19588, Triple SpaceTime Plate
gregtech:gt.metaitem.01:19599, Triple Polybenzimidazole Plate
gregtech:gt.metaitem.01:19610, Triple Fiber-Reinforced Epoxy Resin Sheet
gregtech:gt.metaitem.01:19613, Triple Nickel-Zinc Ferrite Plate
gregtech:gt.metaitem.01:19631, Triple Polyphenylene Sulfide Plate
gregtech:gt.metaitem.01:19635, Triple Styrene-Butadiene Rubber Sheet
gregtech:gt.metaitem.01:19636, Triple Polystyrene Sheet
gregtech:gt.metaitem.01:19649, Triple Polyvinyl Chloride Sheet
gregtech:gt.metaitem.01:19765, Triple Kevlar Plate
gregtech:gt.metaitem.01:19770, Triple Endium Plate
gregtech:gt.metaitem.01:19772, Triple Nickel Aluminide Plate
gregtech:gt.metaitem.01:19829, Triple Deep Iron Plate
gregtech:gt.metaitem.01:19856, Triple Silicon Solar Grade (Poly SI) Plate
gregtech:gt.metaitem.01:19868, Triple Trinium Plate
gregtech:gt.metaitem.01:19874, Triple Polyethylene Sheet
gregtech:gt.metaitem.01:19879, Carton
gregtech:gt.metaitem.01:19880, Triple Rubber Sheet
gregtech:gt.metaitem.01:19884, Triple Desh Plate
gregtech:gt.metaitem.01:19912, Triple Chrysotile Plate
gregtech:gt.metaitem.01:19913, Triple Realgar Plate
gregtech:gt.metaitem.01:19951, Triple Vyroxeres Plate
gregtech:gt.metaitem.01:19952, Triple Ceruclase Plate
gregtech:gt.metaitem.01:19956, Triple Tartarite Plate
gregtech:gt.metaitem.01:19966, Triple Orichalcum Plate
gregtech:gt.metaitem.01:19970, Triple Void Plate
gregtech:gt.metaitem.01:19974, Triple Superconductor Base UEV Plate
gregtech:gt.metaitem.01:19975, Triple Draconium Plate
gregtech:gt.metaitem.01:19976, Triple Awakened Draconium Plate
gregtech:gt.metaitem.01:19977, Triple Blood Infused Iron Plate
gregtech:gt.metaitem.01:19978, Triple Ichorium Plate
gregtech:gt.metaitem.01:19979, Triple Radox Polymer Plate
gregtech:gt.metaitem.01:19980, Triple Gallium Arsenide Plate
gregtech:gt.metaitem.01:19981, Triple Indium Gallium Phosphide Plate
gregtech:gt.metaitem.01:19982, Triple Cosmic Neutronium Plate
gregtech:gt.metaitem.01:19984, Triple Flerovium Plate
gregtech:gt.metaitem.01:19985, Triple Superconductor Base UHV Plate
gregtech:gt.metaitem.01:19986, Triple Superconductor Base UV Plate
gregtech:gt.metaitem.01:19987, Triple Superconductor Base MV Plate
gregtech:gt.metaitem.01:19988, Triple Superconductor Base HV Plate
gregtech:gt.metaitem.01:19989, Triple Superconductor Base EV Plate
gregtech:gt.metaitem.01:19990, Triple Superconductor Base IV Plate
gregtech:gt.metaitem.01:19991, Triple Superconductor Base LuV Plate
gregtech:gt.metaitem.01:19992, Triple Superconductor Base ZPM Plate
gregtech:gt.metaitem.01:20006, Quadruple Lithium Plate
gregtech:gt.metaitem.01:20008, Quadruple Beryllium Plate
gregtech:gt.metaitem.01:20010, Quadruple Carbon Plate
gregtech:gt.metaitem.01:20018, Quadruple Magnesium Plate
gregtech:gt.metaitem.01:20019, Quadruple Aluminium Plate
gregtech:gt.metaitem.01:20020, Quadruple Raw Silicon Plate
gregtech:gt.metaitem.01:20025, Quadruple Potassium Plate
gregtech:gt.metaitem.01:20027, Quadruple Scandium Plate
gregtech:gt.metaitem.01:20028, Quadruple Titanium Plate
gregtech:gt.metaitem.01:20029, Quadruple Vanadium Plate
gregtech:gt.metaitem.01:20030, Quadruple Chrome Plate
gregtech:gt.metaitem.01:20031, Quadruple Manganese Plate
gregtech:gt.metaitem.01:20032, Quadruple Iron Plate
gregtech:gt.metaitem.01:20033, Quadruple Cobalt Plate
gregtech:gt.metaitem.01:20034, Quadruple Nickel Plate
gregtech:gt.metaitem.01:20035, Quadruple Copper Plate
gregtech:gt.metaitem.01:20036, Quadruple Zinc Plate
gregtech:gt.metaitem.01:20037, Quadruple Gallium Plate
gregtech:gt.metaitem.01:20039, Quadruple Arsenic Plate
gregtech:gt.metaitem.01:20043, Quadruple Rubidium Plate
gregtech:gt.metaitem.01:20045, Quadruple Yttrium Plate
gregtech:gt.metaitem.01:20047, Quadruple Niobium Plate
gregtech:gt.metaitem.01:20048, Quadruple Molybdenum Plate
gregtech:gt.metaitem.01:20052, Quadruple Palladium Plate
gregtech:gt.metaitem.01:20054, Quadruple Silver Plate
gregtech:gt.metaitem.01:20056, Quadruple Indium Plate
gregtech:gt.metaitem.01:20057, Quadruple Tin Plate
gregtech:gt.metaitem.01:20058, Quadruple Antimony Plate
gregtech:gt.metaitem.01:20059, Quadruple Tellurium Plate
gregtech:gt.metaitem.01:20062, Quadruple Caesium Plate
gregtech:gt.metaitem.01:20063, Quadruple Barium Plate
gregtech:gt.metaitem.01:20064, Quadruple Lanthanum Plate
gregtech:gt.metaitem.01:20065, Quadruple Cerium Plate
gregtech:gt.metaitem.01:20066, Quadruple Praseodymium Plate
gregtech:gt.metaitem.01:20067, Quadruple Neodymium Plate
gregtech:gt.metaitem.01:20068, Quadruple Promethium Plate
gregtech:gt.metaitem.01:20069, Quadruple Samarium Plate
gregtech:gt.metaitem.01:20070, Quadruple Europium Plate
gregtech:gt.metaitem.01:20071, Quadruple Gadolinium Plate
gregtech:gt.metaitem.01:20072, Quadruple Terbium Plate
gregtech:gt.metaitem.01:20073, Quadruple Dysprosium Plate
gregtech:gt.metaitem.01:20074, Quadruple Holmium Plate
gregtech:gt.metaitem.01:20075, Quadruple Erbium Plate
gregtech:gt.metaitem.01:20076, Quadruple Thulium Plate
gregtech:gt.metaitem.01:20077, Quadruple Ytterbium Plate
gregtech:gt.metaitem.01:20078, Quadruple Lutetium Plate
gregtech:gt.metaitem.01:20080, Quadruple Tantalum Plate
gregtech:gt.metaitem.01:20081, Quadruple Tungsten Plate
gregtech:gt.metaitem.01:20083, Quadruple Osmium Plate
gregtech:gt.metaitem.01:20084, Quadruple Iridium Plate
gregtech:gt.metaitem.01:20085, Quadruple Platinum Plate
gregtech:gt.metaitem.01:20086, Quadruple Gold Plate
gregtech:gt.metaitem.01:20089, Quadruple Lead Plate
gregtech:gt.metaitem.01:20090, Quadruple Bismuth Plate
gregtech:gt.metaitem.01:20096, Quadruple Thorium Plate
gregtech:gt.metaitem.01:20097, Quadruple Uranium 235 Plate
gregtech:gt.metaitem.01:20098, Quadruple Uranium 238 Plate
gregtech:gt.metaitem.01:20100, Quadruple Plutonium 239 Plate
gregtech:gt.metaitem.01:20101, Quadruple Plutonium 241 Plate
gregtech:gt.metaitem.01:20103, Quadruple Americium Plate
gregtech:gt.metaitem.01:20111, Quadruple Purified Tengam Plate
gregtech:gt.metaitem.01:20112, Quadruple Attuned Tengam Plate
gregtech:gt.metaitem.01:20129, Quadruple Neutronium Plate
gregtech:gt.metaitem.01:20131, Quadruple Superconductor Base UIV Plate
gregtech:gt.metaitem.01:20134, Quadruple Superconductor Base UMV Plate
gregtech:gt.metaitem.01:20139, Quadruple Universium Plate
gregtech:gt.metaitem.01:20141, Quadruple Eternity Plate
gregtech:gt.metaitem.01:20143, Quadruple Magmatter Plate
gregtech:gt.metaitem.01:20201, Quadruple Manasteel Plate
gregtech:gt.metaitem.01:20202, Quadruple Terrasteel Plate
gregtech:gt.metaitem.01:20203, Quadruple Elven Elementium Plate
gregtech:gt.metaitem.01:20205, Quadruple Gaia Spirit Plate
gregtech:gt.metaitem.01:20300, Quadruple Bronze Plate
gregtech:gt.metaitem.01:20301, Quadruple Brass Plate
gregtech:gt.metaitem.01:20302, Quadruple Invar Plate
gregtech:gt.metaitem.01:20303, Quadruple Electrum Plate
gregtech:gt.metaitem.01:20304, Quadruple Wrought Iron Plate
gregtech:gt.metaitem.01:20305, Quadruple Steel Plate
gregtech:gt.metaitem.01:20306, Quadruple Stainless Steel Plate
gregtech:gt.metaitem.01:20307, Quadruple Pig Iron Plate
gregtech:gt.metaitem.01:20308, Quadruple Red Alloy Plate
gregtech:gt.metaitem.01:20309, Quadruple Blue Alloy Plate
gregtech:gt.metaitem.01:20310, Quadruple Cupronickel Plate
gregtech:gt.metaitem.01:20311, Quadruple Nichrome Plate
gregtech:gt.metaitem.01:20312, Quadruple Kanthal Plate
gregtech:gt.metaitem.01:20313, Quadruple Magnalium Plate
gregtech:gt.metaitem.01:20314, Quadruple Soldering Alloy Plate
gregtech:gt.metaitem.01:20315, Quadruple Battery Alloy Plate
gregtech:gt.metaitem.01:20316, Quadruple Tungstensteel Plate
gregtech:gt.metaitem.01:20317, Quadruple Osmiridium Plate
gregtech:gt.metaitem.01:20318, Quadruple Sunnarium Plate
gregtech:gt.metaitem.01:20319, Quadruple Adamantium Plate
gregtech:gt.metaitem.01:20320, Quadruple Fluxed Electrum Plate
gregtech:gt.metaitem.01:20321, Quadruple Enderium Plate
gregtech:gt.metaitem.01:20323, Quadruple Infused Gold Plate
gregtech:gt.metaitem.01:20324, Quadruple Naquadah Plate
gregtech:gt.metaitem.01:20325, Quadruple Naquadah Alloy Plate
gregtech:gt.metaitem.01:20326, Quadruple Enriched Naquadah Plate
gregtech:gt.metaitem.01:20327, Quadruple Naquadria Plate
gregtech:gt.metaitem.01:20328, Quadruple Duranium Plate
gregtech:gt.metaitem.01:20329, Quadruple Tritanium Plate
gregtech:gt.metaitem.01:20330, Quadruple Thaumium Plate
gregtech:gt.metaitem.01:20331, Quadruple Mithril Plate
gregtech:gt.metaitem.01:20333, Quadruple Astral Silver Plate
gregtech:gt.metaitem.01:20334, Quadruple Black Steel Plate
gregtech:gt.metaitem.01:20335, Quadruple Damascus Steel Plate
gregtech:gt.metaitem.01:20336, Quadruple Shadow Iron Plate
gregtech:gt.metaitem.01:20337, Quadruple Shadow Steel Plate
gregtech:gt.metaitem.01:20338, Quadruple Ironwood Plate
gregtech:gt.metaitem.01:20339, Quadruple Steeleaf Plate
gregtech:gt.metaitem.01:20340, Quadruple Meteoric Iron Plate
gregtech:gt.metaitem.01:20341, Quadruple Meteoric Steel Plate
gregtech:gt.metaitem.01:20342, Quadruple Deep Dark Iron Plate
gregtech:gt.metaitem.01:20343, Quadruple Cobalt Brass Plate
gregtech:gt.metaitem.01:20344, Quadruple Ultimet Plate
gregtech:gt.metaitem.01:20345, Quadruple Annealed Copper Plate
gregtech:gt.metaitem.01:20346, Quadruple Fiery Steel Plate
gregtech:gt.metaitem.01:20348, Quadruple Red Steel Plate
gregtech:gt.metaitem.01:20349, Quadruple Blue Steel Plate
gregtech:gt.metaitem.01:20350, Quadruple Sterling Silver Plate
gregtech:gt.metaitem.01:20351, Quadruple Rose Gold Plate
gregtech:gt.metaitem.01:20352, Quadruple Black Bronze Plate
gregtech:gt.metaitem.01:20353, Quadruple Bismuth Bronze Plate
gregtech:gt.metaitem.01:20354, Quadruple Magnetic Iron Plate
gregtech:gt.metaitem.01:20355, Quadruple Magnetic Steel Plate
gregtech:gt.metaitem.01:20356, Quadruple Magnetic Neodymium Plate
gregtech:gt.metaitem.01:20357, Quadruple Vanadium-Gallium Plate
gregtech:gt.metaitem.01:20358, Quadruple Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:20359, Quadruple Niobium Nitride Plate
gregtech:gt.metaitem.01:20360, Quadruple Niobium-Titanium Plate
gregtech:gt.metaitem.01:20361, Quadruple Chromium Dioxide Plate
gregtech:gt.metaitem.01:20362, Quadruple Knightmetal Plate
gregtech:gt.metaitem.01:20363, Quadruple Tin Alloy Plate
gregtech:gt.metaitem.01:20364, Quadruple Dark Steel Plate
gregtech:gt.metaitem.01:20365, Quadruple Electrical Steel Plate
gregtech:gt.metaitem.01:20366, Quadruple Energetic Alloy Plate
gregtech:gt.metaitem.01:20367, Quadruple Vibrant Alloy Plate
gregtech:gt.metaitem.01:20368, Quadruple Shadow Metal Plate
gregtech:gt.metaitem.01:20369, Quadruple Conductive Iron Plate
gregtech:gt.metaitem.01:20370, Quadruple Tungstencarbide Plate
gregtech:gt.metaitem.01:20371, Quadruple Vanadiumsteel Plate
gregtech:gt.metaitem.01:20372, Quadruple HSS-G Plate
gregtech:gt.metaitem.01:20373, Quadruple HSS-E Plate
gregtech:gt.metaitem.01:20374, Quadruple HSS-S Plate
gregtech:gt.metaitem.01:20378, Quadruple Pulsating Iron Plate
gregtech:gt.metaitem.01:20379, Quadruple Soularium Plate
gregtech:gt.metaitem.01:20380, Quadruple Enderium Base Plate
gregtech:gt.metaitem.01:20381, Quadruple Redstone Alloy Plate
gregtech:gt.metaitem.01:20382, Quadruple Ardite Plate
gregtech:gt.metaitem.01:20383, Quadruple Reinforced Plate
gregtech:gt.metaitem.01:20384, Quadruple Galgadorian Plate
gregtech:gt.metaitem.01:20385, Quadruple Enhanced Galgadorian Plate
gregtech:gt.metaitem.01:20386, Quadruple Manyullyn Plate
gregtech:gt.metaitem.01:20387, Quadruple Mytryl Plate
gregtech:gt.metaitem.01:20388, Quadruple Black Plutonium Plate
gregtech:gt.metaitem.01:20389, Quadruple Callisto Ice Plate
gregtech:gt.metaitem.01:20390, Quadruple Ledox Plate
gregtech:gt.metaitem.01:20391, Quadruple Quantium Plate
gregtech:gt.metaitem.01:20392, Quadruple Duralumin Plate
gregtech:gt.metaitem.01:20393, Quadruple Oriharukon Plate
gregtech:gt.metaitem.01:20394, Quadruple Infinity Catalyst Plate
gregtech:gt.metaitem.01:20395, Quadruple Bedrockium Plate
gregtech:gt.metaitem.01:20397, Quadruple Infinity Plate
gregtech:gt.metaitem.01:20398, Quadruple Mysterious Crystal Plate
gregtech:gt.metaitem.01:20399, Quadruple Magnetic Samarium Plate
gregtech:gt.metaitem.01:20400, Quadruple Alumite Plate
gregtech:gt.metaitem.01:20401, Quadruple End Steel Plate
gregtech:gt.metaitem.01:20402, Quadruple Clay Compound Plate
gregtech:gt.metaitem.01:20403, Quadruple Crystalline Alloy Plate
gregtech:gt.metaitem.01:20404, Quadruple Melodic Alloy Plate
gregtech:gt.metaitem.01:20405, Quadruple Stellar Alloy Plate
gregtech:gt.metaitem.01:20406, Quadruple Crystalline Pink Slime Plate
gregtech:gt.metaitem.01:20407, Quadruple Energetic Silver Plate
gregtech:gt.metaitem.01:20408, Quadruple Vivid Alloy Plate
gregtech:gt.metaitem.01:20470, Quadruple Epoxid Sheet
gregtech:gt.metaitem.01:20471, Quadruple Silicone Rubber Sheet
gregtech:gt.metaitem.01:20472, Quadruple Polycaprolactam Sheet
gregtech:gt.metaitem.01:20473, Quadruple Polytetrafluoroethylene Sheet
gregtech:gt.metaitem.01:20485, Quadruple Alduorite Plate
gregtech:gt.metaitem.01:20488, Quadruple Rubracium Plate
gregtech:gt.metaitem.01:20489, Quadruple Vulcanite Plate
gregtech:gt.metaitem.01:20521, Quadruple Force Plate
gregtech:gt.metaitem.01:20529, Quadruple Vinteum Plate
gregtech:gt.metaitem.01:20576, Quadruple TPV-Alloy Plate
gregtech:gt.metaitem.01:20581, Quadruple Transcendent Metal Plate
gregtech:gt.metaitem.01:20582, Quadruple Enriched Holmium Plate
gregtech:gt.metaitem.01:20585, Quadruple White Dwarf Matter Plate
gregtech:gt.metaitem.01:20586, Quadruple Black Dwarf Matter Plate
gregtech:gt.metaitem.01:20588, Quadruple SpaceTime Plate
gregtech:gt.metaitem.01:20599, Quadruple Polybenzimidazole Plate
gregtech:gt.metaitem.01:20610, Quadruple Fiber-Reinforced Epoxy Resin Sheet
gregtech:gt.metaitem.01:20613, Quadruple Nickel-Zinc Ferrite Plate
gregtech:gt.metaitem.01:20631, Quadruple Polyphenylene Sulfide Plate
gregtech:gt.metaitem.01:20635, Quadruple Styrene-Butadiene Rubber Sheet
gregtech:gt.metaitem.01:20636, Quadruple Polystyrene Sheet
gregtech:gt.metaitem.01:20649, Quadruple Polyvinyl Chloride Sheet
gregtech:gt.metaitem.01:20765, Quadruple Kevlar Plate
gregtech:gt.metaitem.01:20770, Quadruple Endium Plate
gregtech:gt.metaitem.01:20772, Quadruple Nickel Aluminide Plate
gregtech:gt.metaitem.01:20829, Quadruple Deep Iron Plate
gregtech:gt.metaitem.01:20856, Quadruple Silicon Solar Grade (Poly SI) Plate
gregtech:gt.metaitem.01:20868, Quadruple Trinium Plate
gregtech:gt.metaitem.01:20874, Quadruple Polyethylene Sheet
gregtech:gt.metaitem.01:20879, Cardboard
gregtech:gt.metaitem.01:20880, Quadruple Rubber Sheet
gregtech:gt.metaitem.01:20884, Quadruple Desh Plate
gregtech:gt.metaitem.01:20912, Quadruple Chrysotile Plate
gregtech:gt.metaitem.01:20913, Quadruple Realgar Plate
gregtech:gt.metaitem.01:20951, Quadruple Vyroxeres Plate
gregtech:gt.metaitem.01:20952, Quadruple Ceruclase Plate
gregtech:gt.metaitem.01:20956, Quadruple Tartarite Plate
gregtech:gt.metaitem.01:20966, Quadruple Orichalcum Plate
gregtech:gt.metaitem.01:20970, Quadruple Void Plate
gregtech:gt.metaitem.01:20974, Quadruple Superconductor Base UEV Plate
gregtech:gt.metaitem.01:20975, Quadruple Draconium Plate
gregtech:gt.metaitem.01:20976, Quadruple Awakened Draconium Plate
gregtech:gt.metaitem.01:20977, Quadruple Blood Infused Iron Plate
gregtech:gt.metaitem.01:20978, Quadruple Ichorium Plate
gregtech:gt.metaitem.01:20979, Quadruple Radox Polymer Plate
gregtech:gt.metaitem.01:20980, Quadruple Gallium Arsenide Plate
gregtech:gt.metaitem.01:20981, Quadruple Indium Gallium Phosphide Plate
gregtech:gt.metaitem.01:20982, Quadruple Cosmic Neutronium Plate
gregtech:gt.metaitem.01:20984, Quadruple Flerovium Plate
gregtech:gt.metaitem.01:20985, Quadruple Superconductor Base UHV Plate
gregtech:gt.metaitem.01:20986, Quadruple Superconductor Base UV Plate
gregtech:gt.metaitem.01:20987, Quadruple Superconductor Base MV Plate
gregtech:gt.metaitem.01:20988, Quadruple Superconductor Base HV Plate
gregtech:gt.metaitem.01:20989, Quadruple Superconductor Base EV Plate
